"subject","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyAccMag-mean()","fBodyBodyAccJerkMag-mean()","fBodyBodyGyroMag-mean()","fBodyBodyGyroJerkMag-mean()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
11,"SITTING",0.276590197358491,-0.0149195616754717,-0.112840218339623,0.871963798301887,0.213716305739623,0.188531695981132,0.0761777324716981,-0.000213838552075472,0.00833400761716981,-0.0399984915849057,-0.0755284478679245,0.0761739419056604,-0.0948423481320755,-0.0392813049264151,-0.0505395462396226,-0.961970763773585,-0.961970763773585,-0.97935563509434,-0.951884472075472,-0.989519031132076,-0.981481454339623,-0.934503182830189,-0.972855110377359,-0.980831750377358,-0.967454617735849,-0.981124861320755,-0.985106875471698,-0.98263664490566,-0.954453821132075,-0.953066009056604,-0.975315331509434,-0.969799951132076,-0.987255972641509,0.276590197358491,-0.0149195616754717,-0.112840218339623,0.871963798301887,0.213716305739623,0.188531695981132,0.0761777324716981,-0.000213838552075472,0.00833400761716981,-0.0399984915849057,-0.0755284478679245,0.0761739419056604,-0.0948423481320755,-0.0392813049264151,-0.0505395462396226,-0.961970763773585,-0.961970763773585,-0.97935563509434,-0.951884472075472,-0.989519031132076,-0.981481454339623,-0.934503182830189,-0.972855110377359,-0.980831750377358,-0.967454617735849,-0.981124861320755,-0.985106875471698,-0.98263664490566,-0.954453821132075,-0.953066009056604,-0.975315331509434,-0.969799951132076,-0.987255972641509
12,"SITTING",0.275007224901961,-0.0157892988523529,-0.106307228960784,0.926228975490196,0.0830509010823529,0.0885640696078431,0.0771277656078431,0.0105990504054902,-0.0020457599227451,-0.0424159182941176,-0.0751980398235294,0.0728462158235294,-0.0941023489803922,-0.0387477474705882,-0.0515634091411765,-0.952176621372549,-0.952176621372549,-0.974734489803922,-0.941907240784314,-0.980392337647059,-0.97966614372549,-0.942768016862745,-0.954626628823529,-0.977109887058824,-0.964236191372549,-0.975551564117647,-0.968528985294118,-0.963725248823529,-0.955718183921569,-0.955944253137255,-0.971715268627451,-0.958511866666667,-0.97848445372549,-0.982568781960784,-0.92858124,-0.939661889019608,-0.985203642352941,-0.963641979215686,-0.956208629607843,-0.976494200784314,-0.964047461568627,-0.97911346627451,-0.974425351960784,-0.960497127647059,-0.951552533137255,-0.977329927254902,-0.979347830784314,-0.977138953921569,-0.947517100196078,-0.947517100196078,-0.972745892745098,-0.946769241568627,-0.978260535882353,-0.98399947745098,-0.926033975686275,-0.935916958235294,-0.977980349019608,-0.966538919607843,-0.981408871764706,-0.976339901372549,-0.959040695686274,-0.954769877647059,-0.950647188823529,-0.972951443333333,-0.948460978823529,-0.979256387058824
13,"SITTING",0.274328499591837,-0.00587732936326531,-0.0972465110836735,0.92557651244898,0.101769752489796,0.0757773858163265,0.0752865881142857,-0.00112344092891837,-0.0232397245106122,-0.0355124856836735,-0.0902687401836735,0.0823432026610204,-0.095919848877551,-0.041036688077551,-0.0466121595938776,-0.957690563673469,-0.957690563673469,-0.989497838979592,-0.951142644081633,-0.992604304489796,-0.990135477755102,-0.959673916122449,-0.956183063510204,-0.992678212653061,-0.983914101836735,-0.985261204693878,-0.983218202857143,-0.982456053877551,-0.968384415510204,-0.956901559653061,-0.988348535306122,-0.973258277755102,-0.991723741632653,-0.989546275306122,-0.938967741632653,-0.938641215510204,-0.981379112653061,-0.951353064693878,-0.930979556938776,-0.992827264081633,-0.984267557755102,-0.987612090204082,-0.985844263265306,-0.979668456122449,-0.966896414285714,-0.991371016938775,-0.991773350204082,-0.989861382040816,-0.937935738571429,-0.937935738571429,-0.988813098163265,-0.963940591428571,-0.991414934897959,-0.989410582653061,-0.933666502510204,-0.934189007346939,-0.99368217,-0.985908120408163,-0.988612100204082,-0.986714694081633,-0.97827070877551,-0.969451754693878,-0.938529931020408,-0.988332303469388,-0.96426809755102,-0.991219445918367
14,"SITTING",0.279990577037037,-0.00870565463888889,-0.100401490425926,0.939038759814815,-0.0364533962277778,-0.0945970534814815,0.0741878844074074,-0.00436185985848148,-0.0105744513096296,-0.0440403326851852,-0.0713478280925926,0.0928523607037037,-0.0921614578888889,-0.0434577295055556,-0.0520121608148148,-0.944197943703704,-0.944197943703704,-0.976521006111111,-0.942756369259259,-0.988317606666667,-0.976456609259259,-0.932644766111111,-0.944126078888889,-0.981566649444444,-0.968951769814815,-0.97275196962963,-0.978577117592593,-0.969806729814815,-0.957020858888889,-0.940589853333333,-0.972985342962963,-0.963320540555556,-0.987324239259259,0.279990577037037,-0.00870565463888889,-0.100401490425926,0.939038759814815,-0.0364533962277778,-0.0945970534814815,0.0741878844074074,-0.00436185985848148,-0.0105744513096296,-0.0440403326851852,-0.0713478280925926,0.0928523607037037,-0.0921614578888889,-0.0434577295055556,-0.0520121608148148,-0.944197943703704,-0.944197943703704,-0.976521006111111,-0.942756369259259,-0.988317606666667,-0.976456609259259,-0.932644766111111,-0.944126078888889,-0.981566649444444,-0.968951769814815,-0.97275196962963,-0.978577117592593,-0.969806729814815,-0.957020858888889,-0.940589853333333,-0.972985342962963,-0.963320540555556,-0.987324239259259
15,"SITTING",0.27290337979661,-0.0117188472271186,-0.11366125320339,0.89036426220339,0.210849305016949,0.00281565980440678,0.0784792788644068,-0.00898437589491525,-0.00237207545345763,-0.0377111130338983,-0.0803428762830509,0.0951978083898305,-0.0953649067966102,-0.0396068774557627,-0.0524148341983051,-0.958669836271186,-0.958669836271186,-0.986107839152542,-0.957331628305085,-0.992188893898305,-0.986619609491525,-0.938926430779661,-0.963227004915254,-0.988106102033898,-0.978159013220339,-0.984908418474576,-0.986152580338983,-0.979201724745763,-0.966731518305085,-0.949752001322034,-0.984689437118644,-0.973762179830509,-0.990180959322034,0.27290337979661,-0.0117188472271186,-0.11366125320339,0.89036426220339,0.210849305016949,0.00281565980440678,0.0784792788644068,-0.00898437589491525,-0.00237207545345763,-0.0377111130338983,-0.0803428762830509,0.0951978083898305,-0.0953649067966102,-0.0396068774557627,-0.0524148341983051,-0.958669836271186,-0.958669836271186,-0.986107839152542,-0.957331628305085,-0.992188893898305,-0.986619609491525,-0.938926430779661,-0.963227004915254,-0.988106102033898,-0.978159013220339,-0.984908418474576,-0.986152580338983,-0.979201724745763,-0.966731518305085,-0.949752001322034,-0.984689437118644,-0.973762179830509,-0.990180959322034
16,"SITTING",0.280768574492754,-0.0102497939956522,-0.0891404038405797,0.942457377971014,-0.086588253942029,0.0892682200463768,0.0734346720289855,0.00985642890855072,-0.0115030575052174,-0.0412014042275362,-0.0574525433043478,0.0795736310463768,-0.0957204520289855,-0.0450369280637681,-0.0588371273536232,-0.961879680724638,-0.961879680724638,-0.987472699130435,-0.946417382463768,-0.992444606231884,-0.987043828985507,-0.961456685507246,-0.959552230434783,-0.990964251304348,-0.981752167391304,-0.981178036811594,-0.978632856956522,-0.96679600173913,-0.960058264057971,-0.958335480724638,-0.983968635942029,-0.954060994347826,-0.989363136376812,0.280768574492754,-0.0102497939956522,-0.0891404038405797,0.942457377971014,-0.086588253942029,0.0892682200463768,0.0734346720289855,0.00985642890855072,-0.0115030575052174,-0.0412014042275362,-0.0574525433043478,0.0795736310463768,-0.0957204520289855,-0.0450369280637681,-0.0588371273536232,-0.961879680724638,-0.961879680724638,-0.987472699130435,-0.946417382463768,-0.992444606231884,-0.987043828985507,-0.961456685507246,-0.959552230434783,-0.990964251304348,-0.981752167391304,-0.981178036811594,-0.978632856956522,-0.96679600173913,-0.960058264057971,-0.958335480724638,-0.983968635942029,-0.954060994347826,-0.989363136376812
17,"SITTING",0.2773570196875,-0.014156274084375,-0.11362408509375,0.94488374765625,-0.002814673171875,-0.135803881679687,0.075070986171875,0.0056097104915625,-0.0015544841534375,-0.042549159015625,-0.0669245931234375,0.0860053803375,-0.094247696875,-0.0411134199378125,-0.051090324421875,-0.97274734640625,-0.97274734640625,-0.99281471515625,-0.967177744375,-0.996334795,-0.9939693815625,-0.96992798921875,-0.97484160453125,-0.99454262109375,-0.9883274196875,-0.9888280653125,-0.98841106765625,-0.98879397953125,-0.98161709828125,-0.973626755,-0.99142725046875,-0.98336929234375,-0.995204564375,0.2773570196875,-0.014156274084375,-0.11362408509375,0.94488374765625,-0.002814673171875,-0.135803881679687,0.075070986171875,0.0056097104915625,-0.0015544841534375,-0.042549159015625,-0.0669245931234375,0.0860053803375,-0.094247696875,-0.0411134199378125,-0.051090324421875,-0.97274734640625,-0.97274734640625,-0.99281471515625,-0.967177744375,-0.996334795,-0.9939693815625,-0.96992798921875,-0.97484160453125,-0.99454262109375,-0.9883274196875,-0.9888280653125,-0.98841106765625,-0.98879397953125,-0.98161709828125,-0.973626755,-0.99142725046875,-0.98336929234375,-0.995204564375
18,"SITTING",0.27727001877193,-0.0128691279736842,-0.111904775824561,0.909816469298246,0.12988647622807,0.161877417894737,0.076622889,0.00694560289491228,0.00278757042058246,-0.0333057034385965,-0.0685796341105263,0.0848140511754386,-0.0954723233684211,-0.0397125591491228,-0.0523030404789474,-0.983674151754386,-0.983674151754386,-0.989869574561404,-0.977634992105263,-0.994873439824561,-0.993144920175439,-0.976538530350877,-0.982996441403509,-0.991924709824561,-0.983642391578947,-0.988689671578947,-0.989961500350877,-0.988702701403509,-0.983027386491228,-0.984781467192982,-0.990407075964912,-0.986535242105263,-0.99480818754386,-0.994347988596491,-0.974928131052632,-0.977572717017544,-0.994043771403509,-0.984035479473684,-0.978340183157895,-0.991624662105263,-0.984002717017544,-0.990153121754386,-0.991956958947368,-0.986753343859649,-0.981525495438596,-0.994170190701754,-0.994224162105263,-0.992814325087719,-0.981595285964912,-0.981595285964912,-0.991159350526316,-0.981372675614035,-0.994868913508772,-0.994906565789474,-0.974980068596491,-0.975722121403509,-0.992039060701754,-0.985694744385965,-0.990141676315789,-0.992575399473684,-0.985710087894737,-0.98279727631579,-0.982226151578947,-0.991044297894737,-0.981252632807018,-0.994967621754386
19,"SITTING",0.273830316164384,-0.016739260030137,-0.10870765430137,0.581371509041096,0.360343534657534,0.489126594657534,0.0753747129191781,0.0137921005843836,0.00173106800213699,-0.0214151280054795,-0.0520207886438356,0.0968980718168493,-0.100986131452055,-0.0425170215068493,-0.0590801684246575,-0.962074065616438,-0.962074065616438,-0.986423976027397,-0.942229043835616,-0.989450316575342,-0.979238031780822,-0.960763181917808,-0.96633509109589,-0.986775590136986,-0.979141571643836,-0.98398048,-0.981743664931507,-0.968188675753425,-0.968235777945205,-0.962632577945206,-0.983751646712329,-0.964238768493151,-0.986727418493151,0.273830316164384,-0.016739260030137,-0.10870765430137,0.581371509041096,0.360343534657534,0.489126594657534,0.0753747129191781,0.0137921005843836,0.00173106800213699,-0.0214151280054795,-0.0520207886438356,0.0968980718168493,-0.100986131452055,-0.0425170215068493,-0.0590801684246575,-0.962074065616438,-0.962074065616438,-0.986423976027397,-0.942229043835616,-0.989450316575342,-0.979238031780822,-0.960763181917808,-0.96633509109589,-0.986775590136986,-0.979141571643836,-0.98398048,-0.981743664931507,-0.968188675753425,-0.968235777945205,-0.962632577945206,-0.983751646712329,-0.964238768493151,-0.986727418493151
20,"SITTING",0.278045439090909,-0.0147229305131818,-0.108369634515152,0.924454522424242,0.0733385412878788,0.151679135228788,0.0746568393030303,0.00597430268636364,0.00160134859924242,-0.036405928969697,-0.0650689347121212,0.0642882138333333,-0.0959970816060606,-0.0407299244348485,-0.0465835149090909,-0.952738043030303,-0.952738043030303,-0.978774578333333,-0.939574435606061,-0.983010276060606,-0.981203064242424,-0.945198619242424,-0.947597457121212,-0.982243603030303,-0.971158287575758,-0.973211461363636,-0.969913284393939,-0.964643068787879,-0.950963363939394,-0.946913451666667,-0.971730462575758,-0.953399068181818,-0.976108353787879,-0.983081858939394,-0.93612270469697,-0.929106396818182,-0.985829034393939,-0.966983534242424,-0.935854966151515,-0.982078229242424,-0.970896863484848,-0.976522488787879,-0.976309017121212,-0.960104508636364,-0.945771803484848,-0.977414910909091,-0.979684097272727,-0.979742084090909,-0.937764028181818,-0.937764028181818,-0.972537871515151,-0.941069909848485,-0.97507615,-0.98397837530303,-0.935031700454545,-0.924947175454545,-0.983565760757576,-0.972776577272727,-0.978458923030303,-0.978433538484848,-0.958015696363636,-0.949176822121212,-0.942151231515152,-0.972597744242424,-0.943725755909091,-0.975226588333333
21,"SITTING",0.277539616823529,-0.0144009705494118,-0.112057887741176,0.940031368,0.0215206708823529,-0.0567766060705882,0.0757109789882353,0.0121020139594259,-0.000175352166235294,-0.0198712820612471,-0.0653077503317647,0.0831326042823529,-0.101114775129412,-0.0391483428502824,-0.0526409877294118,-0.974734999411765,-0.974734999411765,-0.985947225176471,-0.964971113764706,-0.990307349882353,-0.990610228,-0.968060947058824,-0.970859342941176,-0.989759187058823,-0.979180438588235,-0.983434322941176,-0.984893559764706,-0.979830938,-0.976839728941176,-0.974829227058824,-0.985342358705882,-0.977839702352941,-0.990014272588235,0.277539616823529,-0.0144009705494118,-0.112057887741176,0.940031368,0.0215206708823529,-0.0567766060705882,0.0757109789882353,0.0121020139594259,-0.000175352166235294,-0.0198712820612471,-0.0653077503317647,0.0831326042823529,-0.101114775129412,-0.0391483428502824,-0.0526409877294118,-0.974734999411765,-0.974734999411765,-0.985947225176471,-0.964971113764706,-0.990307349882353,-0.990610228,-0.968060947058824,-0.970859342941176,-0.989759187058823,-0.979180438588235,-0.983434322941176,-0.984893559764706,-0.979830938,-0.976839728941176,-0.974829227058824,-0.985342358705882,-0.977839702352941,-0.990014272588235
22,"SITTING",0.273583822709677,-0.0123468446419355,-0.105827369516129,0.839305928709677,0.208553884,0.315551492322581,0.0807687311935484,-0.000842715149193548,-0.0126852481958065,-0.0360430675032258,-0.0793617444354839,0.0804426775241936,-0.0986493161935484,-0.0423409822741935,-0.0517193986693548,-0.942167353870968,-0.942167353870968,-0.979303714032258,-0.942077432741935,-0.98547603483871,-0.978505368225806,-0.939546007903226,-0.946635312419355,-0.980944505967742,-0.963129472580645,-0.975330718709677,-0.977266731129032,-0.959161754193548,-0.948367052258065,-0.943078237096774,-0.968908297096774,-0.951952767258065,-0.977775448387097,0.273583822709677,-0.0123468446419355,-0.105827369516129,0.839305928709677,0.208553884,0.315551492322581,0.0807687311935484,-0.000842715149193548,-0.0126852481958065,-0.0360430675032258,-0.0793617444354839,0.0804426775241936,-0.0986493161935484,-0.0423409822741935,-0.0517193986693548,-0.942167353870968,-0.942167353870968,-0.979303714032258,-0.942077432741935,-0.98547603483871,-0.978505368225806,-0.939546007903226,-0.946635312419355,-0.980944505967742,-0.963129472580645,-0.975330718709677,-0.977266731129032,-0.959161754193548,-0.948367052258065,-0.943078237096774,-0.968908297096774,-0.951952767258065,-0.977775448387097
23,"SITTING",0.273351251617647,-0.0133945015676471,-0.103808679294118,0.936509242941176,0.1217510625,0.0630111556279412,0.0770022352205882,0.0101351394211029,-0.00148823351367647,-0.0472583464367647,-0.0684325551029412,0.0645673209117647,-0.0967422192647059,-0.0434602554691176,-0.0485561086867647,-0.944080772941176,-0.944080772941176,-0.982375503382353,-0.936593426911765,-0.986514066029412,-0.986325670882353,-0.953460406470588,-0.942031166764706,-0.984550863529412,-0.978136218235294,-0.972656226029412,-0.977149986617647,-0.957920288823529,-0.965428833529412,-0.945837830147059,-0.974121466764706,-0.952293277205882,-0.980707211470588,0.273351251617647,-0.0133945015676471,-0.103808679294118,0.936509242941176,0.1217510625,0.0630111556279412,0.0770022352205882,0.0101351394211029,-0.00148823351367647,-0.0472583464367647,-0.0684325551029412,0.0645673209117647,-0.0967422192647059,-0.0434602554691176,-0.0485561086867647,-0.944080772941176,-0.944080772941176,-0.982375503382353,-0.936593426911765,-0.986514066029412,-0.986325670882353,-0.953460406470588,-0.942031166764706,-0.984550863529412,-0.978136218235294,-0.972656226029412,-0.977149986617647,-0.957920288823529,-0.965428833529412,-0.945837830147059,-0.974121466764706,-0.952293277205882,-0.980707211470588
24,"SITTING",0.273475690147059,-0.0131255097938235,-0.103041061426471,0.919637604411765,0.182254651955882,0.109559621020588,0.0763318528529412,0.00476702575745588,-0.00113300171426471,-0.0356229619955882,-0.0750132697044118,0.0800440230882353,-0.0951782658382353,-0.040616936,-0.051596655125,-0.968979156470588,-0.968979156470588,-0.985555822352941,-0.964633252352941,-0.991306424705882,-0.989529506764706,-0.962773200147059,-0.966991781176471,-0.988857403235294,-0.979228238382353,-0.981971300147059,-0.985676523823529,-0.981200181176471,-0.974686891029412,-0.968905031470588,-0.984469962941177,-0.977973720735294,-0.990854751176471,-0.990593766617647,-0.956255962058824,-0.957056111470588,-0.989660149852941,-0.971692544705882,-0.963406795735294,-0.988564382205882,-0.979573678088235,-0.984662946764706,-0.988111648676471,-0.977954005147059,-0.971277654117647,-0.991442007794118,-0.989780810588235,-0.989850160294118,-0.963779683235294,-0.963779683235294,-0.985418456176471,-0.969257162647059,-0.990724530735294,-0.991100005441176,-0.954998005147059,-0.954402697794118,-0.9892888075,-0.981550132794118,-0.986008449264706,-0.988891551764706,-0.976252427794118,-0.972851787647059,-0.965852262058824,-0.98561372,-0.969105899117647,-0.990933058235294
25,"SITTING",0.278541482461538,-0.0147696808030769,-0.109160440476923,0.865686078153846,0.208287142261538,0.167140956385077,0.0752087009912308,0.00485415893230769,0.00210760835861538,-0.0352052091230769,-0.0748002714615385,0.0852783892769231,-0.0954801379692308,-0.0391651423907692,-0.0495595643230769,-0.970409337076923,-0.970409337076923,-0.989545142461538,-0.966568718615385,-0.99286465,-0.991405498153846,-0.959117259384615,-0.974776131230769,-0.992478846153846,-0.982957002923077,-0.986326396461538,-0.988002552461538,-0.983827801076923,-0.975805890153846,-0.967017992615385,-0.987941825538462,-0.979350913692308,-0.991781701692308,0.278541482461538,-0.0147696808030769,-0.109160440476923,0.865686078153846,0.208287142261538,0.167140956385077,0.0752087009912308,0.00485415893230769,0.00210760835861538,-0.0352052091230769,-0.0748002714615385,0.0852783892769231,-0.0954801379692308,-0.0391651423907692,-0.0495595643230769,-0.970409337076923,-0.970409337076923,-0.989545142461538,-0.966568718615385,-0.99286465,-0.991405498153846,-0.959117259384615,-0.974776131230769,-0.992478846153846,-0.982957002923077,-0.986326396461538,-0.988002552461538,-0.983827801076923,-0.975805890153846,-0.967017992615385,-0.987941825538462,-0.979350913692308,-0.991781701692308
26,"SITTING",0.258243530166667,-0.00713364541358974,-0.0974448692333333,0.782955611794872,0.223105562025641,0.314387627435897,0.0764443226333333,0.00692238958961538,-0.00780237981320513,-0.0370217449628205,-0.0840648503320513,0.0711109471666667,-0.095984817,-0.0403070205666667,-0.0487627204433077,-0.953079994102564,-0.953079994102564,-0.990898435769231,-0.954052945897436,-0.994466446282051,-0.982579546025641,-0.954299410641026,-0.967519149358974,-0.992025427435897,-0.985862886410256,-0.987989982948718,-0.990144882307692,-0.981740793333333,-0.970423693717949,-0.952411043717949,-0.989481942820513,-0.97646387,-0.993985447564103,0.258243530166667,-0.00713364541358974,-0.0974448692333333,0.782955611794872,0.223105562025641,0.314387627435897,0.0764443226333333,0.00692238958961538,-0.00780237981320513,-0.0370217449628205,-0.0840648503320513,0.0711109471666667,-0.095984817,-0.0403070205666667,-0.0487627204433077,-0.953079994102564,-0.953079994102564,-0.990898435769231,-0.954052945897436,-0.994466446282051,-0.982579546025641,-0.954299410641026,-0.967519149358974,-0.992025427435897,-0.985862886410256,-0.987989982948718,-0.990144882307692,-0.981740793333333,-0.970423693717949,-0.952411043717949,-0.989481942820513,-0.97646387,-0.993985447564103
27,"SITTING",0.273941302571429,-0.0155269799285714,-0.105521912588571,0.839464714,0.212947021371429,0.276417431042857,0.0779038963571429,0.004670724222,-0.00611285425957143,-0.0371830822285714,-0.0797345645214286,0.0833752812157143,-0.0951635808,-0.0396410809285714,-0.0503883556285714,-0.979481668857143,-0.979481668857143,-0.989467178285714,-0.963565474,-0.994034710714286,-0.988682108428571,-0.974057855571429,-0.974665817,-0.990839607428571,-0.985238583714286,-0.987087721142857,-0.987207904714286,-0.984141119142857,-0.976848134285714,-0.974766466714286,-0.988773269428571,-0.979482820857143,-0.992390264285714,0.273941302571429,-0.0155269799285714,-0.105521912588571,0.839464714,0.212947021371429,0.276417431042857,0.0779038963571429,0.004670724222,-0.00611285425957143,-0.0371830822285714,-0.0797345645214286,0.0833752812157143,-0.0951635808,-0.0396410809285714,-0.0503883556285714,-0.979481668857143,-0.979481668857143,-0.989467178285714,-0.963565474,-0.994034710714286,-0.988682108428571,-0.974057855571429,-0.974665817,-0.990839607428571,-0.985238583714286,-0.987087721142857,-0.987207904714286,-0.984141119142857,-0.976848134285714,-0.974766466714286,-0.988773269428571,-0.979482820857143,-0.992390264285714
28,"SITTING",0.276977629444444,-0.0185404441258333,-0.111517939555556,0.907331309166667,-0.112596728361111,0.135402566816667,0.0768671621527778,0.0148338232684722,0.000257854017638888,-0.0339018030166667,-0.0673943850555556,0.087025401375,-0.0953935055833333,-0.0408007786402778,-0.0579015362166667,-0.955789708611111,-0.955789708611111,-0.973274366805556,-0.955175567083333,-0.981213159305556,-0.979820142638889,-0.946351650416667,-0.952226786666667,-0.976891804583333,-0.963054247083333,-0.972939551944444,-0.973724326388889,-0.963117633611111,-0.954180279027778,-0.953928124027778,-0.969178686666667,-0.960297525,-0.979465868888889,0.276977629444444,-0.0185404441258333,-0.111517939555556,0.907331309166667,-0.112596728361111,0.135402566816667,0.0768671621527778,0.0148338232684722,0.000257854017638888,-0.0339018030166667,-0.0673943850555556,0.087025401375,-0.0953935055833333,-0.0408007786402778,-0.0579015362166667,-0.955789708611111,-0.955789708611111,-0.973274366805556,-0.955175567083333,-0.981213159305556,-0.979820142638889,-0.946351650416667,-0.952226786666667,-0.976891804583333,-0.963054247083333,-0.972939551944444,-0.973724326388889,-0.963117633611111,-0.954180279027778,-0.953928124027778,-0.969178686666667,-0.960297525,-0.979465868888889
29,"SITTING",0.2771799775,-0.016630680375,-0.1104118192,0.891563755166667,0.1556594569,0.286256063666667,0.0745438102516667,0.00598531404666667,0.003167700952,-0.0379271112333333,-0.0755797672133333,0.0580495969166667,-0.0953636995833333,-0.040001843485,-0.047000897695,-0.978017021833333,-0.978017021833333,-0.990719807666667,-0.962377332166667,-0.995392308166667,-0.991093963666667,-0.969609501666667,-0.975623030833333,-0.993445760166667,-0.983883193,-0.988470241,-0.988393569,-0.990329245333333,-0.9739335945,-0.973346531833333,-0.990093703833333,-0.980269425833333,-0.995063049,0.2771799775,-0.016630680375,-0.1104118192,0.891563755166667,0.1556594569,0.286256063666667,0.0745438102516667,0.00598531404666667,0.003167700952,-0.0379271112333333,-0.0755797672133333,0.0580495969166667,-0.0953636995833333,-0.040001843485,-0.047000897695,-0.978017021833333,-0.978017021833333,-0.990719807666667,-0.962377332166667,-0.995392308166667,-0.991093963666667,-0.969609501666667,-0.975623030833333,-0.993445760166667,-0.983883193,-0.988470241,-0.988393569,-0.990329245333333,-0.9739335945,-0.973346531833333,-0.990093703833333,-0.980269425833333,-0.995063049
30,"SITTING",0.268336081379032,-0.00804731295322581,-0.099515446133871,0.825473836935484,0.114588392624871,0.34476602,0.0760057731790323,0.00975692523887097,-0.00278161828080645,-0.0358426482048387,-0.074353558416129,0.0702002598387097,-0.095270767516129,-0.0407930587264516,-0.0488204595806452,-0.957487221451613,-0.957487221451613,-0.987799055645161,-0.955847323870968,-0.993737388225806,-0.985008785,-0.954076042258065,-0.966274090645161,-0.988775436451613,-0.980405717258064,-0.985978315322581,-0.987034626451613,-0.982005883387097,-0.961177109516129,-0.959923388064516,-0.985826330967742,-0.973876282903226,-0.991750682096774,0.268336081379032,-0.00804731295322581,-0.099515446133871,0.825473836935484,0.114588392624871,0.34476602,0.0760057731790323,0.00975692523887097,-0.00278161828080645,-0.0358426482048387,-0.074353558416129,0.0702002598387097,-0.095270767516129,-0.0407930587264516,-0.0488204595806452,-0.957487221451613,-0.957487221451613,-0.987799055645161,-0.955847323870968,-0.993737388225806,-0.985008785,-0.954076042258065,-0.966274090645161,-0.988775436451613,-0.980405717258064,-0.985978315322581,-0.987034626451613,-0.982005883387097,-0.961177109516129,-0.959923388064516,-0.985826330967742,-0.973876282903226,-0.991750682096774
1,"STANDING",0.278917629056604,-0.0161375901037736,-0.110601817735849,0.942952000377358,-0.272983832264151,0.0134905823226415,0.0753766542264151,0.00797573092830189,-0.00368524954709434,-0.0239877347979245,-0.0593972209811321,0.074800751,-0.0996092129056604,-0.0440627877924528,-0.0489505466716981,-0.984278207358491,-0.984278207358491,-0.992367790566038,-0.976493792830189,-0.994966790566038,-0.995249932641509,-0.977070847735849,-0.985297098679245,-0.994630797358491,-0.985418704528302,-0.990752166037736,-0.986386786037736,-0.988984455849057,-0.980773122830189,-0.985356361132075,-0.99254247754717,-0.984617623396226,-0.994815376981132,0.278917629056604,-0.0161375901037736,-0.110601817735849,0.942952000377358,-0.272983832264151,0.0134905823226415,0.0753766542264151,0.00797573092830189,-0.00368524954709434,-0.0239877347979245,-0.0593972209811321,0.074800751,-0.0996092129056604,-0.0440627877924528,-0.0489505466716981,-0.984278207358491,-0.984278207358491,-0.992367790566038,-0.976493792830189,-0.994966790566038,-0.995249932641509,-0.977070847735849,-0.985297098679245,-0.994630797358491,-0.985418704528302,-0.990752166037736,-0.986386786037736,-0.988984455849057,-0.980773122830189,-0.985356361132075,-0.99254247754717,-0.984617623396226,-0.994815376981132
